filename,rDA09,rDB01,rDF02,rDM10,rDP03,rDR04,rDS05,rDS06,rDU11,rDX07,rDX08,label,label_id
10805,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10806,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10807,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10808,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10809,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10810,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10811,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10812,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10813,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10814,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10815,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10816,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10817,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10818,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10819,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10820,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10821,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10822,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10823,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10824,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10825,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10826,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10827,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10828,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10829,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10830,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10831,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10832,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10833,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10834,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10835,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10836,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10837,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10838,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10839,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10840,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10841,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10842,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10843,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10844,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10845,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10846,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10847,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10848,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10849,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10850,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10851,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10852,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10853,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10854,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10855,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10856,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10857,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10858,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10859,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10860,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10861,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10862,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10863,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10864,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10865,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10866,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10867,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10868,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10869,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10870,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10871,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10872,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10873,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10874,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10875,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10876,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10877,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10878,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10879,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10880,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10881,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10882,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10883,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10884,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10885,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10886,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10887,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10888,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10889,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10890,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10891,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10892,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10893,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10894,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10895,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10896,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10897,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10898,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10899,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10900,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10901,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10902,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10903,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10904,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10905,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10906,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10907,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10908,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10909,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10910,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10911,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10912,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10913,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10914,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10915,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10916,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10917,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10918,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10919,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10920,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10921,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10922,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10923,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10924,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10925,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10926,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10927,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10928,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10929,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10930,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10931,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10932,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10933,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10934,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10935,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10936,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10937,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10938,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10939,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10940,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10941,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10942,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10943,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10944,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10945,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10946,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10947,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10948,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10949,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10950,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10951,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10952,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10953,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10954,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10955,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10956,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10957,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10958,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10959,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10960,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10961,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10962,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10963,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10964,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10965,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10966,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10967,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10968,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10969,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10970,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10971,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10972,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10973,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10974,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10975,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10976,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10977,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10978,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10979,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10980,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10981,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10982,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10983,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10984,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10985,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10986,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10987,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10988,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10989,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10990,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10991,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10992,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10993,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10994,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10995,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10996,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10997,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
10998,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11000,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11001,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11002,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11003,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11004,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11005,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11006,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11007,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11008,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11009,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11010,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11011,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11012,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11013,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11014,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11015,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11016,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11017,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11018,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11019,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11020,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11021,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11022,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11023,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11024,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11025,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11026,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11027,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11028,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11029,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11030,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11031,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11032,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11033,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11034,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11035,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11036,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11037,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11038,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11039,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11040,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11041,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11042,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11043,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11044,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11045,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11046,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11047,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11048,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11049,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11050,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11051,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11052,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11053,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11054,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11055,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11056,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11057,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11058,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11059,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11060,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11061,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11062,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11063,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11064,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11065,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11066,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11067,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11068,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11069,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11070,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11071,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11072,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11073,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11074,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11075,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11076,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11077,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11078,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11079,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11080,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11081,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11082,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11083,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11084,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11085,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11086,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11087,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11088,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11089,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11090,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11091,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11092,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11093,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11094,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11095,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11096,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11097,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11098,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11099,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11100,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11101,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11102,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11103,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11104,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11105,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11106,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11107,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11108,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11109,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11110,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11111,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11112,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11113,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11114,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11115,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11116,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11117,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11118,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11119,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11120,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11121,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11122,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11123,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11124,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11125,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11126,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11127,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11128,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11129,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11130,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11131,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11132,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11133,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11134,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11135,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11136,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11137,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11138,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11139,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11140,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11141,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11142,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11143,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11144,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11145,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
