filename,rDA09,rDB01,rDF02,rDM10,rDP03,rDR04,rDS05,rDS06,rDU11,rDX07,rDX08,label,label_id
5977,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11086,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
26739,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
20609,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
17312,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
20630,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
22684,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
21638,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
21534,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
4090,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4923,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
17352,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
10758,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
18341,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6077,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4080,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22287,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
16974,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22162,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
3885,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22249,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
355,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
20584,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
3960,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18233,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5986,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6239,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4964,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
17950,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22675,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
10872,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
19375,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
20628,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
22325,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
3815,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5029,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
21497,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
22154,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
9970,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5797,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
9411,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
4078,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11241,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22520,0,0,0,0,0,0,1,0,0,0,0,rDS05,4
4926,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
18360,1,0,0,0,0,0,0,0,0,0,0,rDA09,8
22590,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
21603,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
22140,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
18412,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
19026,1,0,0,0,0,0,0,0,0,0,0,rDA09,8
18240,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6172,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10001,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11201,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
21595,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
21536,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
18374,1,0,0,0,0,0,0,0,0,0,0,rDA09,8
8606,0,0,0,1,0,0,0,0,0,0,0,rDM10,9
22555,0,0,0,0,0,0,1,0,0,0,0,rDS05,4
21484,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
26752,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
16975,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5789,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
3992,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
9564,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
4920,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
22582,0,0,0,0,0,0,1,0,0,0,0,rDS05,4
5777,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11130,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
22681,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
5883,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18336,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4035,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6308,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
17350,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
9993,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
17505,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5841,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22071,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
11111,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5991,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18239,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10943,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
5710,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22691,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
5000,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
11197,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
11218,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
32810,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
22141,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
17002,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
9400,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
18314,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
9998,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22274,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
5047,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4701,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
17965,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22525,0,0,0,0,0,0,1,0,0,0,0,rDS05,4
8693,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
430,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
18364,1,0,0,0,0,0,0,0,0,0,0,rDA09,8
10702,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
19037,1,0,0,0,0,0,0,0,0,0,0,rDA09,8
17935,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11034,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
327,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
22617,0,0,0,0,0,0,0,0,0,0,1,rDX08,7
11119,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22174,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
18442,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
5039,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18003,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
20657,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
20577,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
5057,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
9967,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18265,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
11222,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6309,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18430,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
18649,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
6061,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
20566,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
8661,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
6248,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
20541,0,0,0,0,0,0,0,0,0,1,0,rDX07,6
11175,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
4897,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
5941,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
20951,0,0,0,0,0,1,0,0,0,0,0,rDR04,3
6051,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6078,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
18383,1,0,0,0,0,0,0,0,0,0,0,rDA09,8
6203,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4022,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22097,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
16641,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4956,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
3862,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5932,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
22215,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
4018,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
32793,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6099,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
5855,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
4909,0,0,1,0,0,0,0,0,0,0,0,rDF02,1
319,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
22216,0,0,0,0,0,0,0,0,1,0,0,rDU11,10
18236,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10869,0,0,0,0,0,0,0,1,0,0,0,rDS06,5
4699,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6180,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
21545,0,1,0,0,0,0,0,0,0,0,0,rDB01,0
4780,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6106,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
6385,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
32792,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
10836,0,0,0,0,1,0,0,0,0,0,0,rDP03,2
